tau,R,V,H,L,Lr,Lc,Uc
0.5828423759026248,1.3758108888947203,-0.08702917125528868,0.8091635918880064,0.7172544531478676,1.2051295254885965,0.2293793808071387,0.7655485995171004
0.6371084005785819,1.3708446509534589,-0.09602219449757082,0.8099690071979719,0.7131534209613105,1.1926745812719426,0.23363226065067844,0.7696364911828296
0.6956854156310398,1.364932620365817,-0.10585474461419894,0.8112771672679696,0.7098227019298009,1.1814550024043067,0.23819040145529521,0.773863861299991
0.759111544917922,1.3578770694799533,-0.11665298763260723,0.8131572420231025,0.7071764970489038,1.171234544221087,0.24311844987672082,0.7782543845719215
0.8279928205764239,1.3494326810627886,-0.12856705914957017,0.8157059582413672,0.7051579630878964,1.1618148384963214,0.24850108767947127,0.7828372518819514
0.9029232628978959,1.3393063460466426,-0.14176092199960844,0.8190512106841796,0.7037419089719003,1.1530384830805462,0.2544453348632542,0.787644239842925
0.984246788497447,1.3271858297582793,-0.15637275597391243,0.823345252797074,0.7029354087258858,1.1447970619626273,0.2610737554891443,0.792699212917608
1.0715472376519117,1.3128368000692303,-0.1724188662710739,0.8287292005554776,0.7027688843380644,1.1370426726837557,0.2684950959923732,0.7979942116835711
1.1630604462605232,1.296272488528833,-0.18966505293997435,0.8352595642043554,0.7032668952945659,1.1297803620958393,0.2767534284932925,0.8034618324564922
1.255950304826013,1.2778233920647255,-0.20764093843232387,0.8428612805858221,0.7044104596898478,1.1229985120530035,0.2858224073266921,0.8089913703794608
1.3477808734526253,1.2579211535728216,-0.22589592339619732,0.851399787680284,0.706137978855727,1.1165699816024066,0.2957059761090474,0.8145031297884093
1.4374681687694413,1.2368439934390358,-0.24419565275073946,0.860790750494544,0.7083865325719783,1.110229241348043,0.30654382379591355,0.8199919690152002
1.5249812568591836,1.214676324313495,-0.26248742131181574,0.8710314703367464,0.7111235226692003,1.103603086515943,0.3186439588224576,0.8255078411637051
1.610806578903016,1.1913647322604228,-0.28080236628570926,0.882187969019373,0.7143603328916344,1.0962060584653508,0.3325146073179178,0.831129227010395
1.6957311119737013,1.1667379122930857,-0.2992018904658501,0.8943947468910847,0.718172218116794,1.0873645371822642,0.3489798990513238,0.8369581823255409
1.7809207125740567,1.1404583436807014,-0.31776030179028947,0.9078882505258081,0.7227541580277882,1.0760253166099791,0.3694829994455972,0.843137778175514
1.867961153299901,1.1119820693432276,-0.33647854202703753,0.9230392662407506,0.7285602057372663,1.0603441934925977,0.39677621798193496,0.8498749157324949
1.9404216789602604,1.08705461978639,-0.3513952712060902,0.93672824592356,0.7348157986914136,1.0423087479825237,0.42732284940030346,0.8558800678669661
2.0032168603437808,1.0646094718427628,-0.3632440832595035,0.9493517888262438,0.7421111777837945,1.021021437261534,0.46320091830605514,0.861434366011985
2.0592221055033217,1.04400476569634,-0.37224632891053466,0.9611211921311192,0.7513311017356279,0.9953954795316744,0.5072667239395815,0.8667136884360562
2.1152273506628627,1.0229619644076933,-0.37864940844578776,0.9731885916670794,0.7655097777342132,0.9604097955056431,0.5706097599627833,0.8723588157777041
2.167046833845446,1.003269815887763,-0.38052725084609185,0.9842799603227217,0.7876575735151072,0.9155038154825608,0.6598113315476536,0.8779750448647997
2.2000529782404294,0.9907367610531006,-0.3783476252351387,0.9910142020789126,0.8106684448711868,0.8778279586345085,0.7435089311078652,0.8817886185433553
2.2270234335257446,0.9805900364141504,-0.3735357063192075,0.996076330324887,0.8387784558504461,0.8399583444627355,0.8375985672381566,0.8850653290852774
2.248956644969523,0.9724660130989233,-0.36675355090100265,0.999695354662233,0.8715934344581477,0.8033043710014077,0.9398824979148876,0.8878510312967614
2.2674574391154056,0.9657545781743735,-0.35829114175952526,1.002220777997829,0.9098040913270016,0.7675338141090225,1.0520743685449805,0.8902948293734761
2.2833433150523863,0.9601378637338931,-0.3483764999992311,1.0038458004882789,0.9536489474669831,0.7327916295253564,1.1745062654086098,0.8924682805682316
2.2971942163632892,0.9553870712096921,-0.33716514036583456,1.0047128705810457,1.003258949908986,0.6991849383166783,1.3073329615012936,0.8944240286601303
2.309423933468997,0.9513367505854738,-0.324775422273421,1.0049293359261675,1.058593721533848,0.6668180422372217,1.450369400830474,0.8962003529512388
2.320341596520515,0.9478622433993761,-0.31129997217866706,1.0045795485852245,1.119441071593119,0.6357739225017925,1.6031082206844451,0.897826561100507
2.3312592595720334,0.9445493858609224,-0.29508205878951194,1.0036044794350605,1.1933191097931015,0.6027830179748944,1.7838552016113087,0.8994912966939403
2.3401159889867795,0.9420029881365111,-0.2795554605280433,1.0022679408123576,1.2642563223873278,0.5747247383916088,1.9537879063830468,0.9008696347749571
2.3489727184015257,0.939604722271485,-0.26157938725276064,1.0003637568682342,1.3459496567760303,0.5457029647798494,2.1461963487722113,0.9022717618683118
2.3571093172826827,0.937551752018099,-0.2426385412715439,0.998049239689587,1.4306599089758842,0.5184246417632224,2.342895176188546,0.9035791199981211
2.364583663959819,0.9358102225837024,-0.22299010084991272,0.9953968121069638,1.5160691257730803,0.4930958609667328,2.5390423905794277,0.9047941668437971
2.3715105141718915,0.9343346143826551,-0.20272724474629775,0.9924558379562118,1.600485439133744,0.46963693572698584,2.731333942540502,0.905929899238338
2.3779833598255404,0.933088692339741,-0.18194096424350914,0.9892697831822952,1.6821692527699166,0.4479617160178921,2.9163767895219412,0.9069971271480503
2.3840759368295563,0.932044005017017,-0.16073355833653483,0.9858795633380034,1.7593493990423996,0.427992733969483,3.090706064115316,0.9080043564809199
2.3898457216976725,0.9311780110257142,-0.1392238802446359,0.9823256356468819,1.830290725734736,0.4096627424829334,3.250918708986539,0.9089581067134718
2.3953361560984545,0.9304725934352542,-0.1175523399387995,0.9786498265241937,1.8933784512682759,0.3929151123597173,3.3938417901768343,0.9098631121686103
2.4005777816692344,0.9299128257433336,-0.09588586166486383,0.9748969711465165,1.9472177678638816,0.37770347596894693,3.5167320597588163,0.9107224182547465
2.405588503573041,0.929485868301739,-0.07442240098835805,0.9711163169075835,1.990745844760051,0.3639904895916919,3.61750119992841,0.9115373995654532
2.410373071294325,0.929179918270532,-0.05339478002557192,0.96736264057069,2.0233482447980586,0.3517458190541333,3.6949506705419837,0.9123077109356328
2.414921545082642,0.9289831734979176,-0.03307496370244123,0.9636972594659473,2.0449660664919485,0.3409441806880107,3.7489879522958858,0.9130311337526836
2.4192055796145757,0.9288827723511416,-0.013784376582491792,0.9601899403810851,2.0561799566505363,0.3315659627864111,3.7807939505146613,0.9137031368757715
2.4227271121411458,0.9288621826573884,0.0020853946339883488,0.9572889280130386,2.058441613436337,0.3244588336578969,3.792424393214777,0.9142478097173891
2.426248421574945,0.9288973733385961,0.017883857537930318,0.9543906480713732,2.0543482631965673,0.3179091333041183,3.7907873930890164,0.9147847571810328
2.429889481135714,0.9289920092680319,0.03406621727382895,0.9514150695821805,2.0435272172983114,0.3117306200813383,3.7753238145152848,0.9153312086287387
2.4338896177905034,0.929163402285836,0.05157198651416271,0.9481931418471151,2.0242300935634154,0.3056424864835981,3.742817700643233,0.9159205395404649
2.438182379533294,0.9294243775529551,0.06993456327904238,0.9448165277630395,1.9955140131335487,0.2999204157875043,3.6911076104795932,0.9165393320694897
2.4427306814207896,0.9297856092656703,0.08879710577004768,0.9413594973773398,1.9570435799344075,0.2947608286752783,3.6193263311935366,0.9171786875830237
2.447515152145966,0.9302564132800264,0.10786761201078057,0.9378868733111292,1.9090369341357811,0.290310466272554,3.527763401999008,0.9178323650357866
2.4525297257076106,0.9308454789748952,0.12690450497385392,0.9344564540523697,1.8521819341505865,0.28668202853188024,3.4176818397692927,0.9184960206913129
2.4577795667041733,0.9315615869797927,0.14570984870968479,0.9311201341910089,1.7875289857569199,0.2839658624759665,3.2910921090378733,0.9191667822310633
2.4632799194213066,0.9324142959810635,0.16412377212975737,0.9279249246059037,1.7163773910221543,0.2822401487364637,3.1505146333078446,0.9198429415796191
2.4690554350099436,0.9334145804774187,0.18201849544593024,0.9249141739649658,1.6401704520970823,0.2815801574515367,2.998760746742628,0.9205237021872071
2.4751398903102353,0.9345754245920443,0.19929208789962233,0.9221289598994726,1.560407938391214,0.2820667596358164,2.8387491171466115,0.9212089691023178
2.4815763255108148,0.935912398691672,0.21586245238484658,0.9196095452041047,1.4785783942757411,0.2837944891007959,2.6733622994506865,0.9218991832760111
2.4884176507983145,0.9374442576183583,0.23166188686677702,0.9173968218803857,1.3961101213828533,0.2868796503899202,2.5053405923757865,0.9225952011400625
2.4957277773317332,0.9391936041194431,0.2466323392828478,0.9155337105592356,1.3143382628946731,0.29146914284521735,2.337207382944129,0.9232982181628949
2.5035833419058653,0.9411876630201411,0.2607213014106052,0.9140665127640087,1.234485350310797,0.2977508294423345,2.1712198711792596,0.9240097344796541
2.5120761259561752,0.9434592146012546,0.2738781997721852,0.9130462207400301,1.1576531781780026,0.30596646852002146,2.0093398878359836,0.9247315623845072
2.521316318871005,0.9460477413550344,0.28605111108083925,0.9125297741279329,1.084824540883868,0.3164284945814728,1.853220587186263,0.925465878937091
2.5314368455731104,0.9490008517432211,0.29718362946134463,0.9125812112466437,1.0168740266564107,0.32954231919213023,1.704205734120691,0.9262153318376122
2.5425990731625876,0.9523760576086898,0.3072117230125086,0.9132725836932343,0.9545876871617504,0.345836343425128,1.5633390308983728,0.9269832128405266
2.5550003431883854,0.9562429988245972,0.31606043313433335,0.9146843611612313,0.8986919586582496,0.36600250663405604,1.4313814106824432,0.9277737204279579
2.5688838494190804,0.960686192801615,0.3236402350295623,0.9169047832045686,0.8498930006200213,0.3909505848602662,1.3088354163797764,0.9285923353684757
2.584551566712051,0.9658083769175083,0.32984299800632083,0.9200271279016421,0.8089271564501388,0.421879218506501,1.1959750943937766,0.9294463394676477
2.602380565684724,0.9717342769649462,0.33453748720127646,0.9241429093741252,0.776622675875241,0.4603629293665028,1.0928824223839793,0.9303454753838999
2.6228415320221146,0.9786139340354181,0.33756483444034824,0.9293271429146788,0.7539669696055926,0.5084410578291246,0.9994928813820605,0.9313026497183189
2.646512555085073,0.9866225100781802,0.3387359860135989,0.9356082460771994,0.7421551349583435,0.5686533912936658,0.9156568786230211,0.9323342747788935
2.6740654840580023,0.9959479919976219,0.33783808883184735,0.9429099286150954,0.7425426898371675,0.6438613563757951,0.84122402329854,0.9334590920474756
2.7062017008599537,1.0067588596174737,0.3346637079598997,0.9509595923574682,0.7563338377627513,0.7365822660414436,0.7760854094840591,0.9346941037825265
2.7436229247045354,1.0191825507772427,0.32905330142724654,0.9592070209293646,0.7839184347769375,0.8478443213884751,0.7199925481653998,0.9360495803694382
2.787983667277023,1.0336001339049705,0.3207278167611416,0.9669289224414279,0.8249028508112457,0.9782691907952022,0.6715365108272892,0.9375515658767023
2.831881442590897,1.0474778662348576,0.31141325762239686,0.9721236489778555,0.8676042362501317,1.0990232779642526,0.6361851945360109,0.9389184056194221
2.8757792179047708,1.0609318132700956,0.3014766649367365,0.9748896840962767,0.907527129547153,1.2058844031502811,0.6091698559440248,0.9401477553080906
2.9159698203071565,1.0728599528714602,0.2920652578002937,0.9754582237958311,0.9390266297818912,1.2885325450928273,0.589520714470955,0.9411342796987621
2.954418804113138,1.0839138254708474,0.28290575578769783,0.9744680498736285,0.9634995522717881,1.3529843861761586,0.5740147183674176,0.9419392049820696
2.992249845302409,1.0944447018683003,0.27381850011902764,0.9722649157088383,0.9818964018800617,1.4026809181940454,0.5611118855660779,0.9425883026861429
3.030079886195499,1.1046309157187966,0.2647053924463686,0.9690761070707372,0.9948840050443843,1.4397725173802045,0.5499954927085642,0.9430887912097795
3.0683494808396685,1.1145847493687278,0.2554933867606412,0.9650711736072143,1.0030594758460205,1.465960156652504,0.540158795039537,0.9434402339603437
3.1074253660040987,1.1243850841298744,0.2461187804184889,0.9603838375029947,1.00698433291724,1.4827098397482577,0.5312588260862224,0.9436377375420364
3.147644956548893,1.1340906720528174,0.23652092185915824,0.9551229532594558,1.0071856062494287,1.491321881768629,0.5230493307302283,0.9436731309331531
3.189343718584347,1.1437469931140014,0.2266381493328861,0.949378815885733,1.0041514297654115,1.4929580958181334,0.5153447637126894,0.9435354034759359
3.232877374347247,1.1533902950323338,0.21640412978981005,0.9432270473743278,0.9983263341853028,1.4886536292869972,0.5079990390836083,0.9432107318443007
3.2786453186212174,1.1630503171112627,0.20574358318101565,0.9367309730625577,0.9901071628854987,1.4793224374199414,0.5008918883510561,0.942682166968081
3.327121346924849,1.172752556002437,0.19456628037791995,0.9299427961086129,0.9798390873556972,1.4657590309215618,0.49391914378983265,0.9419288995723031
3.3789011547181342,1.1825208531527631,0.18275743068868025,0.9229034334011088,0.967810202653928,1.4486358327741842,0.48698457253367194,0.9409248288619231
3.434786667742412,1.1923816437077621,0.1701603230679781,0.9156401458148633,0.9542413431407603,1.4284918220845957,0.4799908641969248,0.9396357375037057
3.4959594776640266,1.202373367197271,0.1565403296424082,0.9081591197362607,0.9392623696620737,1.405699386346981,0.4728253529771661,0.9380131683620632
3.5644157673629544,1.2125734073967112,0.14149421857176714,0.9004226358895465,0.9228455859738236,1.3803641684095769,0.4653270035380702,0.935978635054398
3.644491984869356,1.2232069344948744,0.12413094014536419,0.8922574052910038,0.9045509988337012,1.3519327703079254,0.45716922735947696,0.9333674021205391
3.7432227222342833,1.234418050622025,0.10302445393700148,0.8835036573815157,0.8837254112925212,1.3195143340217363,0.4479364885633061,0.9299036807447995
3.8419534595992104,1.2435591005774698,0.08218546187561766,0.8761615104144017,0.8649699926249041,1.290376307329306,0.4395636779205024,0.9262802076498995
3.9321209461454227,1.250118308164596,0.06332655140562234,0.8706385670594133,0.8496355767223529,1.266618191544987,0.4326529618997188,0.9229188968272446
4.022460683172107,1.2549900209978222,0.044540160663354866,0.8661877497377396,0.8359062131315284,1.2453747534098965,0.42643767285316025,0.9195721096384472
4.115314839856347,1.2582316761757988,0.025287096671229154,0.8626966589747344,0.8233876576049959,1.2259704398805962,0.42080487532939564,0.9162171813557164
4.2124608688195355,1.2597100318015193,0.0051432896157780385,0.86017775609272,0.8118892007584029,1.2080185108517665,0.4157598906650394,0.9128610472136688
4.316976585043078,1.2591122379237945,-0.01660126299340481,0.8587242196360418,0.8011964041049258,1.1910460310042061,0.4113467772056454,0.9094909520181254
4.441436927539051,1.2554249985255432,-0.04269587296534519,0.858657408970023,0.790534759580615,1.173514814403754,0.40755470475747607,0.9058886724086807
4.565100963351187,1.248525570613248,-0.06895130981243158,0.8603701655914596,0.7819767246693308,1.1584477890190055,0.40550566031965607,0.9028404664784865
4.683400385382415,1.2388634566409076,-0.09447205474355422,0.863684410726196,0.7755348692009554,1.145727646494075,0.4053420919078356,0.9004980592948747
4.80503417119191,1.2257518851355438,-0.12120875485811683,0.8688465400568556,0.7705714545718358,1.1338548378156124,0.40728807132805944,0.8987490763411164
4.9361165836778,1.2079410316163142,-0.1506547387776373,0.8764890816620196,0.7670142509819089,1.121750991664728,0.41227751029908977,0.8976984020086809
5.057778646143341,1.1879185894450366,-0.17858822013419764,0.8856266242133376,0.7653420446568602,1.1103685333494293,0.420315555964291,0.8975812969011902
5.179440708608883,1.1644652370687945,-0.20703383756211768,0.8968694541109161,0.7652865246651163,1.097790723639394,0.43278232569083847,0.8983792756010693
5.2917453844605316,1.1397261493687207,-0.23355265623993718,0.9092458689896706,0.766841229074144,1.0837801489516075,0.4499023091966805,0.9000153949987058
5.399007807112007,1.1133206335912191,-0.25872737224734316,0.9229611007333143,0.7701557461291567,1.0663973121172219,0.4739141801410916,0.9024757401847475
5.480805478279214,1.0913896945914139,-0.2773668428114116,0.9346954292152718,0.7744181463421388,1.0487493130313554,0.5000869796529221,0.9050080943495618
5.5529571661640205,1.0708106914030737,-0.2928677110758846,0.9459358454539013,0.7801639827825952,1.028224865932935,0.5321030996322557,0.9077662850532384
5.625108854048827,1.0491679709533053,-0.30668264804211953,0.9579099733781253,0.7890951699293843,1.0006535468076976,0.5775367930510711,0.9110725392841765
5.69028491307995,1.028840019822224,-0.3165606445875992,0.9691534909376811,0.802197181635972,0.9666031233067408,0.6377912399652031,0.9145897622699338
5.7515447423546995,1.0092594210802905,-0.32186182090352294,0.9797189806426292,0.823097254291457,0.9225967300616423,0.7235977785212715,0.9184206810346532
5.788036647117911,0.9975024585128287,-0.3220237143880045,0.9857329105698952,0.8429040568371312,0.8884936929656037,0.7973144207086588,0.9209775874012512
5.818717697019789,0.9876532586370952,-0.3195407220738767,0.9903999256198026,0.8668386177827396,0.8537526047617882,0.879924630803691,0.9233052776122038
5.844222571554069,0.9795561965067318,-0.3149571764906086,0.9938227995487569,0.8944816545143703,0.8196909583589366,0.9692723506698042,0.9253754179368036
5.866061214908724,0.9727426480644156,-0.3086055067956763,0.9962580675969117,0.92628067933115,0.7861248637643078,1.0664364948979923,0.9272531137709742
5.885050840252815,0.9669532255201035,-0.30072814239327295,0.9978563437927394,0.9623813683519684,0.753205775360608,1.171556961343329,0.9289696186668442
5.901782658700659,0.961995362252797,-0.2915006203020022,0.998732801876669,1.0028367049279887,0.7210666694429448,1.2846067404130328,0.930549620820433
5.916689646207839,0.9577249253211494,-0.28105925691384387,0.9989776481823999,1.0475687999025296,0.6898374063898187,1.4053001934152407,0.9320122026929137
5.930101593613437,0.9540303151939896,-0.26951343049409265,0.9986642010549563,1.0963645951109724,0.6596309156088096,1.5330982746131352,0.9333727860417748
5.943513541019035,0.9505063070980169,-0.25555441993009786,0.9977397090225759,1.1546830324278847,0.6274985968876755,1.6818674679680938,0.934775232208258
5.955687882642673,0.9474845061640452,-0.24045282536189885,0.9962752658101038,1.2168753144332078,0.5968184143378943,1.8369322145285214,0.9360831320498907
5.9667245846417565,0.9449167126483703,-0.22448333946352164,0.9943541002078947,1.2813086190395504,0.567971903820249,1.994645334258852,0.937295398510197
5.976828038263002,0.9427313901389647,-0.2077545660661601,0.9920405032937192,1.3468517457536853,0.5409427009243842,2.1527607905829864,0.9384247705703453
5.986164036308616,0.940871500223423,-0.19035998449049246,0.9893889605729622,1.412290741583929,0.5156884574142888,2.308893025753569,0.9394821745046041
5.994863616613991,0.9392923536845442,-0.17239249681132515,0.9864478762443594,1.4763221511549711,0.49216390920957026,2.460480393100372,0.9404764218826402
6.003030775012263,0.9379586713402728,-0.1539497184031385,0.9832620287991063,1.537590316733546,0.4703245001533185,2.6048561333137736,0.941414550765573
6.010747789884355,0.9368423713527579,-0.13513860033502412,0.9798746070760368,1.594735794625903,0.45012874769899647,2.73934284155281,0.9423020693176328
6.018078612875889,0.9359208697460087,-0.11608002632831192,0.9763290169535361,1.6464542905026427,0.4315400195444105,2.861368561460875,0.9431431022046957
6.025070807918481,0.9351756948113225,-0.09691337211231683,0.972670511403025,1.6915668278319331,0.41452753831056854,2.9686061173532976,0.9439404652697012
6.031756354285615,0.934591273955004,-0.0778007837728881,0.9689476148546111,1.729100430934196,0.39906641293030515,3.059134448938087,0.9446956894508222
6.038151500874297,0.9341537968649106,-0.058930843925662536,0.965213265583325,1.7583756450034584,0.3851366110182149,3.131614678988702,0.9454090086387907
6.044255650537664,0.9338500994014723,-0.04052171712641042,0.9615256649137744,1.7790930592731098,0.3727211915552083,3.185464926991011,0.9460793069002895
6.050048684508351,0.9336665394548403,-0.02282568764772023,0.9579491888403057,1.7914079566087187,0.36180510899656665,3.2210108042208705,0.9467039611894822
6.055484449454934,0.9335877997365396,-0.006142435951669689,0.9545568456550698,1.7959864959955203,0.3523781626944402,3.2395948292966006,0.9472783461578186
6.059968845632282,0.9335910809116051,0.007595988243310833,0.9517535652527058,1.7945242631581093,0.3452203670162325,3.2438281592999862,0.9477426508676257
6.064378679860663,0.9336542158005362,0.02101817676174384,0.9490106444343708,1.7884674776101375,0.33874157484487105,3.238193380375404,0.9481900715050009
6.069329199385994,0.9337952189636725,0.03590950830903546,0.9459678101611089,1.776347989309914,0.33213977982944287,3.2205561987903852,0.9486807476617495
6.074700143783348,0.9340308308559301,0.05176699966695589,0.9427348074293933,1.7571697369530297,0.3257853130297792,3.18855416087628,0.9491983342991879
6.080426319535922,0.9343746390634299,0.06823202850680646,0.9393950336552932,1.7304146734069585,0.3199334391890429,3.1408959076248744,0.9497322923264174
6.0864711057637155,0.9348381485033841,0.08501618590107124,0.9360203080076481,1.6960135255247812,0.31477477718718516,3.0772522738623773,0.950275049292474
6.092817244188198,0.93543161359735,0.10187901736789544,0.9326751093810816,1.654299916473155,0.3104568734818252,2.998142959464485,0.9508209672474495
6.0994628848578305,0.9361648310350077,0.11861978320926009,0.9294180378687599,1.6059407205746257,0.3070980286348001,2.904783412514451,0.9513658355487947
6.106419599220199,0.9370479131282758,0.1350727009376506,0.926302688047501,1.5518520849027484,0.3047987295958157,2.798905440209681,0.9519065415126979
6.113711222628681,0.9380920147878683,0.15110228783694768,0.9233786399770568,1.4931145487366124,0.30365212542551223,2.6825769720477126,0.9524408061000634
6.1213731937389655,0.9393099982179685,0.1665981991051589,0.9206926819348644,1.4308974654305116,0.30375384850577464,2.5580410823552486,0.9529669563319849
6.129452355119114,0.9407170452253343,0.18146988711918535,0.9182901744295141,1.366397741428552,0.3052113614175807,2.4275841214395233,0.9534837332253345
6.138007263899819,0.9423312465546699,0.19564151070733363,0.9162164391264471,1.3007938272684316,0.30815319773486016,2.293434456802003,0.9539901384185926
6.147109072870938,0.9441742064052749,0.2090473489607278,0.9145180903220359,1.2352137243903167,0.31273868108998054,2.157688767690653,0.9544853205612495
6.15684304577003,0.9462717017882478,0.22162778435251784,0.9132442602350533,1.1707150775469524,0.31916888368616536,2.0222612714077393,0.9549685007666778
6.1673107865738865,0.9486544347918974,0.23332579454479252,0.9124476805085007,1.1082755446122103,0.3276997415841813,1.8888513476402393,0.9554389366730273
6.178633296796082,0.9513589140119885,0.24408383409582038,0.9121855643575291,1.0487920708793756,0.3386584117148847,1.7589257300438668,0.9558959268286354
6.1909550227161265,0.954428499228211,0.25384097060228594,0.9125201826323587,0.9930881957330804,0.35246414111101004,1.6337122503551507,0.956338860458943
6.20444911986297,0.9579146407966584,0.2625301513583874,0.9135189315252804,0.9419289236586087,0.3696550851561821,1.5142027621610352,0.9567673218118884
6.219324183841695,0.9618783232376801,0.27007547409585897,0.9152535214671508,0.8960430910172511,0.39092243374884195,1.4011637482856603,0.9571812607124298
6.235832709569613,0.9663916822266568,0.2763893965774763,0.9177976255036152,0.8561529415778826,0.4171525074923927,1.2951533756633724,0.957581242835108
6.2542813383658755,0.971539642385953,0.2813698945161651,0.9212218271933724,0.8230097260354619,0.44947498470957425,1.1965444673613495,0.957968786418019
6.275042101431515,0.9774210841459136,0.284897783585261,0.9255838305940175,0.7974312084268504,0.4893082696278197,1.1055541472258812,0.9583467651011194
6.298561512743854,0.9841482433529651,0.2868350852470273,0.9309104586331757,0.7803286010337722,0.5383752404502207,1.0222819616173238,0.9587197866464982
6.325358756861314,0.9918413391606776,0.28702699211505744,0.937166122281896,0.7726907823474447,0.5986233673954017,0.9467581972994878,0.9590942955107444
6.355997167982508,1.0006136070373626,0.28531309450915693,0.9442028635520034,0.7754569208146048,0.6719216109752388,0.8789922306539708,0.9594778735853061
6.391073143768854,1.0105598927744748,0.2815472138356363,0.9517088894210418,0.7892097722161598,0.7595204655367862,0.8188990788955335,0.9598775428768168
6.431292250733977,1.0217686464075755,0.2756001080243273,0.9591819811287122,0.8137669929689952,0.8613922956307412,0.7661416903072494,0.9602964698403355
6.4785519371127815,1.0345986807582046,0.2671488053604022,0.9660373531058054,0.8484652300422295,0.9776455169561132,0.7192849431283459,0.9607354525820285
6.5247996105379595,1.0467427268658158,0.25789922910116403,0.9705657854555662,0.8833011034164997,1.0823311390497716,0.6842710677832278,0.9610957368879867
6.5710472839631375,1.0584437992480191,0.24803825672060908,0.9729857115957439,0.9152656329895071,1.1738398921197122,0.6566913738593021,0.9613665974614743
6.613831878074399,1.0688543324166466,0.23856607612294212,0.9735185104287762,0.9403307768429732,1.2447191706868734,0.6359423829990728,0.9615188279134963
6.655004924588349,1.0784854832764112,0.22924467146816985,0.9726966267950756,0.959560374720765,1.299928916620809,0.6191918328207211,0.9615618567195541
6.6956489229436,1.0876136279775077,0.2199138862206254,0.9708215787823603,0.9737094048295418,1.3423903178111103,0.6050284918479732,0.9614948469520777
6.736379787610317,1.0963790282769144,0.21048137075532325,0.968097903395131,0.9833394316809154,1.3739970239939543,0.5926818393678764,0.9613122046840427
6.777642277419699,1.1048659698241945,0.200876097031835,0.9646819354405228,0.9889604163006975,1.3962540988808352,0.58166673372056,0.9610061709721779
6.819806744829408,1.1131283794370908,0.19103458328581102,0.9607003266091056,0.9910537843102236,1.4104548960540007,0.5716526725664466,0.9605675775846358
